AWS/ElasticMapReduce,RemainingMapTasks,AVG
AWS/ElasticMapReduce,RemainingMapTasksPerSlot,AVG
AWS/ElasticMapReduce,RemainingReduceTasks,AVG
AWS/ElasticMapReduce,RunningMapTasks,AVG
AWS/ElasticMapReduce,RunningReduceTasks,AVG
AWS/ElasticMapReduce,S3BytesRead,SUM
AWS/ElasticMapReduce,S3BytesWritten,SUM
AWS/ElasticMapReduce,TaskNodesPending,AVG
AWS/ElasticMapReduce,TaskNodesRunning,AVG
AWS/ElasticMapReduce,TotalLoad,AVG
AWS/ELB,BackendConnectionErrors,SUM
AWS/ELB,HealthyHostCount,AVG
AWS/ELB,HTTPCode_Backend_2XX,SUM
AWS/ELB,HTTPCode_Backend_3XX,SUM
AWS/ELB,HTTPCode_Backend_4XX,SUM
AWS/ELB,HTTPCode_Backend_5XX,SUM
AWS/ELB,HTTPCode_ELB_4XX,SUM
AWS/ELB,HTTPCode_ELB_5XX,SUM
AWS/ELB,Latency,AVG
AWS/ELB,RequestCount,SUM
AWS/ELB,SpilloverCount,SUM
AWS/ELB,SurgeQueueLength,AVG
AWS/ELB,UnHealthyHostCount,AVG
AWS/OpsWorks,cpu_idle,AVG
AWS/OpsWorks,cpu_nice,AVG
AWS/OpsWorks,cpu_system,AVG
AWS/OpsWorks,cpu_user,AVG
AWS/OpsWorks,cpu_waitio,AVG
AWS/OpsWorks,Load_15,AVG
AWS/OpsWorks,Load_1,AVG
AWS/OpsWorks,Load_5,AVG
AWS/OpsWorks,memory_buffers,AVG
AWS/OpsWorks,memory_cached,AVG
AWS/OpsWorks,memory_free,AVG
AWS/OpsWorks,memory_swap,AVG
AWS/OpsWorks,memory_total,AVG
AWS/OpsWorks,memory_used,AVG
AWS/OpsWorks,procs,AVG
AWS/RDS,BinLogDiskUsage,AVG
AWS/RDS,CPUUtilization,AVG
AWS/RDS,DatabaseConnections,AVG
AWS/RDS,DiskQueueDepth,AVG
AWS/RDS,FreeableMemory,AVG
AWS/RDS,FreeStorageSpace,AVG
AWS/RDS,NetworkReceiveThroughput,AVG
AWS/RDS,NetworkTransmitThroughput,AVG
AWS/RDS,ReadIOPS,AVG
AWS/RDS,ReadLatency,AVG
AWS/RDS,ReadThroughput,AVG
AWS/RDS,ReplicaLag,AVG
AWS/RDS,SwapUsage,AVG
AWS/RDS,WriteIOPS,AVG
AWS/RDS,WriteLatency,AVG
AWS/RDS,WriteThroughput,AVG
AWS/Redshift,CPUUtilization,AVG
AWS/Redshift,DatabaseConnections,AVG
AWS/Redshift,HealthStatus,AVG
AWS/Redshift,MaintenanceMode,AVG
AWS/Redshift,NetworkReceiveThroughput,AVG
AWS/Redshift,NetworkTransmitThroughput,AVG
AWS/Redshift,PercentageDiskSpaceUsed,AVG
AWS/Redshift,ReadIOPS,AVG
AWS/Redshift,ReadLatency,AVG
AWS/Redshift,ReadThroughput,AVG
AWS/Redshift,WriteIOPS,AVG
AWS/Redshift,WriteLatency,AVG
AWS/Redshift,WriteThroughput,AVG
AWS/Route53,HealthCheckStatus,AVG
AWS/SNS,NumberOfMessagesPublished,SUM
AWS/SNS,NumberOfNotificationsDelivered,SUM
AWS/SNS,NumberOfNotificationsFailed,SUM
AWS/SNS,PublishSize,AVG
AWS/SQS,ApproximateNumberOfMessagesDelayed,AVG
AWS/SQS,ApproximateNumberOfMessagesNotVisible,AVG
AWS/SQS,ApproximateNumberOfMessagesVisible,AVG
AWS/SQS,NumberOfEmptyReceives,SUM
AWS/SQS,NumberOfMessagesDeleted,SUM
AWS/SQS,NumberOfMessagesReceived,SUM
AWS/SQS,NumberOfMessagesSent,SUM
AWS/SQS,SentMessageSize,AVG
AWS/StorageGateway,CacheHitPercent,AVG
AWS/StorageGateway,CachePercentDirty,AVG
AWS/StorageGateway,CachePercentUsed,AVG
AWS/StorageGateway,CloudBytesDownloaded,SUM
AWS/StorageGateway,CloudBytesUploaded,SUM
AWS/StorageGateway,CloudDownloadLatency,AVG
AWS/StorageGateway,QueuedWrites,AVG
AWS/StorageGateway,ReadBytes,SUM
AWS/StorageGateway,ReadTime,AVG
AWS/StorageGateway,TotalCacheSize,AVG
AWS/StorageGateway,UploadBufferFree,AVG
AWS/StorageGateway,UploadBufferPercentUsed,AVG
AWS/StorageGateway,UploadBufferUsed,AVG
AWS/StorageGateway,WorkingStorageFree,AVG
AWS/StorageGateway,WorkingStoragePercentageUsed,AVG
AWS/StorageGateway,WorkingStoragePercentUsed,AVG
AWS/StorageGateway,WorkingStorageUsed,AVG
AWS/StorageGateway,WriteBytes,SUM
AWS/StorageGateway,WriteTime,AVG
AWS/SWF,DecisionTaskScheduleToStartTime,AVG
AWS/SWF,DecisionTasksCompleted,SUM
AWS/SWF,DecisionTaskStartToCloseTime,AVG
AWS/SWF,StartedDecisionTasksTimedOutOnClose,SUM
AWS/SWF,WorkflowsCanceled,SUM
AWS/SWF,WorkflowsCompleted,SUM
AWS/SWF,WorkflowsContinuedAsNew,SUM
AWS/SWF,WorkflowsFailed,SUM
AWS/SWF,WorkflowStartToCloseTime,AVG
AWS/SWF,WorkflowsTerminated,SUM
AWS/SWF,WorkflowsTimedOut,SUM
